current_url,topic,overlap_url,unique_value,original_evidence,decision,target_url,redirect_required,reason
https://www.workofarttattoo.com/healing_database_cover_ups_day_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_day_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_day_4_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_month_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_month_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_month_6_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_tattoos_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_week_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_week_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_week_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_cover_ups_year_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_day_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_day_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_day_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_day_4_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_month_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_month_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_month_6_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_tattoos_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_week_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_week_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_week_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_fine_line_year_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_day_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_day_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_day_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_day_4_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_month_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_month_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_month_6_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_tattoos_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_week_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_week_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_week_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_neo_traditional_year_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_day_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_day_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_day_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_day_4_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_month_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_month_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_month_6_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_tattoos_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_week_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_week_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_week_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_portraits_year_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_day_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_day_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_day_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_day_4_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_month_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_month_3_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_month_6_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_timeline_encyclopedia_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_week_1_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,true,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
https://www.workofarttattoo.com/healing_database_tattoo_week_2_las_vegas/,tattoo healing timeline variation,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,low unless page has documented studio case evidence,false,MERGE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,yes-after-map,Thin healing-stage/style variants should not remain indexable without firsthand documentation.
