old_url,new_url,reason,existing_internal_links,redirect,canonical_change,sitemap_change
https://www.workofarttattoo.com/healing_database_fine_line_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_fine_line_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_fine_line_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_neo_traditional_day_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_neo_traditional_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_neo_traditional_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_neo_traditional_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_neo_traditional_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_neo_traditional_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_neo_traditional_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_portraits_day_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_portraits_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_portraits_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_portraits_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_portraits_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_portraits_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_portraits_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_tattoo_day_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_tattoo_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_tattoo_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_tattoo_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_tattoo_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_tattoo_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_traditional_day_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_traditional_month_1_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_traditional_month_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_traditional_month_6_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_traditional_tattoos_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_traditional_week_2_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
https://www.workofarttattoo.com/healing_database_traditional_week_3_las_vegas/,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,Consolidate thin healing variants after content merge,0,301 required before removing old page,pending,pending
