url_path,slug_length,issues,has_canonical,recommended_short_slug,alias_live,priority
/ear_piercing_guide_las_vegas/,28,underscores;keyword_stuffed,yes,ear-piercing-guide,planned,P1
/ear_piercing_las_vegas_authority_guide/,38,underscores;keyword_stuffed;boilerplate_suffix,yes,ear-piercing,planned,P1
/eczema_skin_science_las_vegas_authority_guide/,45,underscores;keyword_stuffed;boilerplate_suffix,yes,eczema-skin-science,planned,P1
/epidermis_skin_science_las_vegas_authority_guide/,48,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,epidermis-skin-science,planned,P1
/eyebrow_piercing_las_vegas_authority_guide/,42,underscores;keyword_stuffed;boilerplate_suffix,yes,eyebrow-piercing,planned,P1
/facial_piercing_guide_las_vegas/,31,underscores;keyword_stuffed,yes,facial-piercing-guide,planned,P1
/fine_line_tattoos_las_vegas_master_authority_guide/,50,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,fine-line-tattoos,planned,P1
/flash_art_deals_under_100/,25,underscores;keyword_stuffed,yes,flash-art-deals-under-100,planned,P1
/flat_piercing_las_vegas_authority_guide/,39,underscores;keyword_stuffed;boilerplate_suffix,yes,flat-piercing,planned,P1
/forward_helix_piercing_las_vegas_authority_guide/,48,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,forward-helix-piercing,planned,P1
/frog_eyes_tongue_piercing_las_vegas_authority_guide/,51,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,frog-eyes-tongue-piercing,planned,P1
/genital_piercing_las_vegas_authority_guide/,42,underscores;keyword_stuffed;boilerplate_suffix,yes,genital-piercing,planned,P1
/geo_hub_ai_source_of_truth_work_of_art/,38,underscores;keyword_stuffed,yes,geo-hub-ai-source-of-truth-work-of-art,planned,P1
/healed_black_grey_tattoos_las_vegas/,35,underscores;keyword_stuffed,yes,healed-black-grey-tattoos,planned,P1
/healed_color_tattoos_las_vegas/,30,underscores;keyword_stuffed,yes,healed-color-tattoos,planned,P1
/healed_cover_up_tattoos_las_vegas/,33,underscores;keyword_stuffed,yes,healed-cover-up-tattoos,planned,P1
/healed_fine_line_tattoos_las_vegas/,34,underscores;keyword_stuffed,yes,healed-fine-line-tattoos,planned,P1
/healed_portrait_tattoos_las_vegas/,33,underscores;keyword_stuffed,yes,healed-portrait-tattoos,planned,P1
/healed_sleeve_tattoos_las_vegas/,31,underscores;keyword_stuffed,yes,healed-sleeve-tattoos,planned,P1
/healed_tattoo_gallery_las_vegas/,31,underscores;keyword_stuffed,yes,healed-tattoo-gallery,planned,P1
/healing_database_black_grey_day_1_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-black-grey-day-1,planned,P1
/healing_database_black_grey_day_2_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-black-grey-day-2,planned,P1
/healing_database_black_grey_day_3_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-black-grey-day-3,planned,P1
/healing_database_black_grey_day_4_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-black-grey-day-4,planned,P1
/healing_database_black_grey_month_1_las_vegas/,45,underscores;keyword_stuffed,yes,healing-database-black-grey-month-1,planned,P1
/healing_database_black_grey_month_3_las_vegas/,45,underscores;keyword_stuffed,yes,healing-database-black-grey-month-3,planned,P1
/healing_database_black_grey_month_6_las_vegas/,45,underscores;keyword_stuffed,yes,healing-database-black-grey-month-6,planned,P1
/healing_database_black_grey_tattoos_las_vegas/,45,underscores;keyword_stuffed,yes,healing-database-black-grey-tattoos,planned,P1
/healing_database_black_grey_week_1_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-black-grey-week-1,planned,P1
/healing_database_black_grey_week_2_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-black-grey-week-2,planned,P1
/healing_database_black_grey_week_3_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-black-grey-week-3,planned,P1
/healing_database_black_grey_year_1_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-black-grey-year-1,planned,P1
/healing_database_color_day_1_las_vegas/,38,underscores;keyword_stuffed,yes,healing-database-color-day-1,planned,P1
/healing_database_color_day_2_las_vegas/,38,underscores;keyword_stuffed,yes,healing-database-color-day-2,planned,P1
/healing_database_color_day_3_las_vegas/,38,underscores;keyword_stuffed,yes,healing-database-color-day-3,planned,P1
/healing_database_color_day_4_las_vegas/,38,underscores;keyword_stuffed,yes,healing-database-color-day-4,planned,P1
/healing_database_color_month_1_las_vegas/,40,underscores;keyword_stuffed,yes,healing-database-color-month-1,planned,P1
/healing_database_color_month_3_las_vegas/,40,underscores;keyword_stuffed,yes,healing-database-color-month-3,planned,P1
/healing_database_color_month_6_las_vegas/,40,underscores;keyword_stuffed,yes,healing-database-color-month-6,planned,P1
/healing_database_color_tattoos_las_vegas/,40,underscores;keyword_stuffed,yes,healing-database-color-tattoos,planned,P1
/healing_database_color_week_1_las_vegas/,39,underscores;keyword_stuffed,yes,healing-database-color-week-1,planned,P1
/healing_database_color_week_2_las_vegas/,39,underscores;keyword_stuffed,yes,healing-database-color-week-2,planned,P1
/healing_database_color_week_3_las_vegas/,39,underscores;keyword_stuffed,yes,healing-database-color-week-3,planned,P1
/healing_database_color_year_1_las_vegas/,39,underscores;keyword_stuffed,yes,healing-database-color-year-1,planned,P1
/healing_database_cover_ups_day_1_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-cover-ups-day-1,planned,P1
/healing_database_cover_ups_day_2_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-cover-ups-day-2,planned,P1
/healing_database_cover_ups_day_3_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-cover-ups-day-3,planned,P1
/healing_database_cover_ups_day_4_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-cover-ups-day-4,planned,P1
/healing_database_cover_ups_month_1_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-cover-ups-month-1,planned,P1
/healing_database_cover_ups_month_3_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-cover-ups-month-3,planned,P1
/healing_database_cover_ups_month_6_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-cover-ups-month-6,planned,P1
/healing_database_cover_ups_tattoos_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-cover-ups-tattoos,planned,P1
/healing_database_cover_ups_week_1_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-cover-ups-week-1,planned,P1
/healing_database_cover_ups_week_2_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-cover-ups-week-2,planned,P1
/healing_database_cover_ups_week_3_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-cover-ups-week-3,planned,P1
/healing_database_cover_ups_year_1_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-cover-ups-year-1,planned,P1
/healing_database_fine_line_day_1_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-fine-line-day-1,planned,P1
/healing_database_fine_line_day_2_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-fine-line-day-2,planned,P1
/healing_database_fine_line_day_3_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-fine-line-day-3,planned,P1
/healing_database_fine_line_day_4_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-fine-line-day-4,planned,P1
/healing_database_fine_line_month_1_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-fine-line-month-1,planned,P1
/healing_database_fine_line_month_3_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-fine-line-month-3,planned,P1
/healing_database_fine_line_month_6_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-fine-line-month-6,planned,P1
/healing_database_fine_line_tattoos_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-fine-line-tattoos,planned,P1
/healing_database_fine_line_week_1_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-fine-line-week-1,planned,P1
/healing_database_fine_line_week_2_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-fine-line-week-2,planned,P1
/healing_database_fine_line_week_3_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-fine-line-week-3,planned,P1
/healing_database_fine_line_year_1_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-fine-line-year-1,planned,P1
/healing_database_neo_traditional_day_1_las_vegas/,48,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-day-1,planned,P1
/healing_database_neo_traditional_day_2_las_vegas/,48,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-day-2,planned,P1
/healing_database_neo_traditional_day_3_las_vegas/,48,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-day-3,planned,P1
/healing_database_neo_traditional_day_4_las_vegas/,48,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-day-4,planned,P1
/healing_database_neo_traditional_month_1_las_vegas/,50,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-month-1,planned,P1
/healing_database_neo_traditional_month_3_las_vegas/,50,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-month-3,planned,P1
/healing_database_neo_traditional_month_6_las_vegas/,50,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-month-6,planned,P1
/healing_database_neo_traditional_tattoos_las_vegas/,50,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-tattoos,planned,P1
/healing_database_neo_traditional_week_1_las_vegas/,49,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-week-1,planned,P1
/healing_database_neo_traditional_week_2_las_vegas/,49,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-week-2,planned,P1
/healing_database_neo_traditional_week_3_las_vegas/,49,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-week-3,planned,P1
/healing_database_neo_traditional_year_1_las_vegas/,49,underscores;long_slug;keyword_stuffed,yes,healing-database-neo-traditional-year-1,planned,P1
/healing_database_portraits_day_1_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-portraits-day-1,planned,P1
/healing_database_portraits_day_2_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-portraits-day-2,planned,P1
/healing_database_portraits_day_3_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-portraits-day-3,planned,P1
/healing_database_portraits_day_4_las_vegas/,42,underscores;keyword_stuffed,yes,healing-database-portraits-day-4,planned,P1
/healing_database_portraits_month_1_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-portraits-month-1,planned,P1
/healing_database_portraits_month_3_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-portraits-month-3,planned,P1
/healing_database_portraits_month_6_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-portraits-month-6,planned,P1
/healing_database_portraits_tattoos_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-portraits-tattoos,planned,P1
/healing_database_portraits_week_1_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-portraits-week-1,planned,P1
/healing_database_portraits_week_2_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-portraits-week-2,planned,P1
/healing_database_portraits_week_3_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-portraits-week-3,planned,P1
/healing_database_portraits_year_1_las_vegas/,43,underscores;keyword_stuffed,yes,healing-database-portraits-year-1,planned,P1
/healing_database_tattoo_day_1_las_vegas/,39,underscores;keyword_stuffed,yes,healing-database-tattoo-day-1,planned,P1
/healing_database_tattoo_day_2_las_vegas/,39,underscores;keyword_stuffed,yes,healing-database-tattoo-day-2,planned,P1
/healing_database_tattoo_day_3_las_vegas/,39,underscores;keyword_stuffed,yes,healing-database-tattoo-day-3,planned,P1
/healing_database_tattoo_day_4_las_vegas/,39,underscores;keyword_stuffed,yes,healing-database-tattoo-day-4,planned,P1
/healing_database_tattoo_month_1_las_vegas/,41,underscores;keyword_stuffed,yes,healing-database-tattoo-month-1,planned,P1
/healing_database_tattoo_month_3_las_vegas/,41,underscores;keyword_stuffed,yes,healing-database-tattoo-month-3,planned,P1
/healing_database_tattoo_month_6_las_vegas/,41,underscores;keyword_stuffed,yes,healing-database-tattoo-month-6,planned,P1
/healing_database_tattoo_timeline_encyclopedia_las_vegas/,55,underscores;long_slug;keyword_stuffed,yes,healing-database-tattoo-timeline-encyclopedia,planned,P1
/healing_database_tattoo_week_1_las_vegas/,40,underscores;keyword_stuffed,yes,healing-database-tattoo-week-1,planned,P1
/healing_database_tattoo_week_2_las_vegas/,40,underscores;keyword_stuffed,yes,healing-database-tattoo-week-2,planned,P1
/healing_database_tattoo_week_3_las_vegas/,40,underscores;keyword_stuffed,yes,healing-database-tattoo-week-3,planned,P1
/healing_database_tattoo_year_1_las_vegas/,40,underscores;keyword_stuffed,yes,healing-database-tattoo-year-1,planned,P1
/healing_database_traditional_day_1_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-traditional-day-1,planned,P1
/healing_database_traditional_day_2_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-traditional-day-2,planned,P1
/healing_database_traditional_day_3_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-traditional-day-3,planned,P1
/healing_database_traditional_day_4_las_vegas/,44,underscores;keyword_stuffed,yes,healing-database-traditional-day-4,planned,P1
/healing_database_traditional_month_1_las_vegas/,46,underscores;long_slug;keyword_stuffed,yes,healing-database-traditional-month-1,planned,P1
/healing_database_traditional_month_3_las_vegas/,46,underscores;long_slug;keyword_stuffed,yes,healing-database-traditional-month-3,planned,P1
/healing_database_traditional_month_6_las_vegas/,46,underscores;long_slug;keyword_stuffed,yes,healing-database-traditional-month-6,planned,P1
/healing_database_traditional_tattoos_las_vegas/,46,underscores;long_slug;keyword_stuffed,yes,healing-database-traditional-tattoos,planned,P1
/healing_database_traditional_week_1_las_vegas/,45,underscores;keyword_stuffed,yes,healing-database-traditional-week-1,planned,P1
/healing_database_traditional_week_2_las_vegas/,45,underscores;keyword_stuffed,yes,healing-database-traditional-week-2,planned,P1
/healing_database_traditional_week_3_las_vegas/,45,underscores;keyword_stuffed,yes,healing-database-traditional-week-3,planned,P1
/healing_database_traditional_year_1_las_vegas/,45,underscores;keyword_stuffed,yes,healing-database-traditional-year-1,planned,P1
/helix-piercing-las-vegas/,24,ok,yes,helix-piercing-las-vegas,planned,P2
/high_nostril_piercing_las_vegas_authority_guide/,47,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,high-nostril-piercing,planned,P1
/home_work_of_art_tattoo_piercing/,32,underscores;keyword_stuffed,yes,home-work-of-art-tattoo-piercing,planned,P1
/how_much_do_tattoos_cost_in_las_vegas_authority_guide/,53,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,how-much-do-tattoos-cost-in,planned,P1
/how_to_choose_a_tattoo_artist_master_selection_guide_2/,54,underscores;long_slug;keyword_stuffed,yes,how-to-choose-a-tattoo-artist-master-selection-gui,planned,P1
/hypodermis_skin_science_las_vegas_authority_guide/,49,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,hypodermis-skin-science,planned,P1
/image-license/,13,ok,yes,image-license,planned,P2
/industrial_piercing_las_vegas_authority_guide/,45,underscores;keyword_stuffed;boilerplate_suffix,yes,industrial-piercing,planned,P1
/joshua_oil_painting_black_grey_tattoo_aging_las_vegas/,53,underscores;long_slug;keyword_stuffed,yes,joshua-oil-painting-black-grey-tattoo-aging,planned,P1
/katelyn_anatomy_matters_las_vegas_authority_guide/,49,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-anatomy-matters,planned,P1
/katelyn_butterfly_backs_truth_las_vegas_authority_guide/,55,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-butterfly-backs-truth,planned,P1
/katelyn_cole_piercing_authority_hub_las_vegas/,45,underscores;keyword_stuffed,yes,katelyn-cole-piercing-authority-hub,planned,P1
/katelyn_downsizing_jewelry_las_vegas_authority_guide/,52,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-downsizing-jewelry,planned,P1
/katelyn_ear_curation_las_vegas_authority_guide/,46,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-ear-curation,planned,P1
/katelyn_gold_vs_titanium_las_vegas_authority_guide/,50,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-gold-vs-titanium,planned,P1
/katelyn_implant_grade_titanium_las_vegas_authority_guide/,56,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-implant-grade-titanium,planned,P1
/katelyn_piercing_minors_las_vegas_authority_guide/,49,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-piercing-minors,planned,P1
/katelyn_sleeping_on_helix_las_vegas_authority_guide/,51,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-sleeping-on-helix,planned,P1
/katelyn_threadless_jewelry_las_vegas_authority_guide/,52,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-threadless-jewelry,planned,P1
/katelyn_why_piercings_reject_las_vegas_authority_guide/,54,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,katelyn-why-piercings-reject,planned,P1
/knowledge/,9,ok,yes,knowledge,planned,P2
/labret_piercing_las_vegas_authority_guide/,41,underscores;keyword_stuffed;boilerplate_suffix,yes,labret-piercing,planned,P1
/large_scale_projects_variant_a_authentic_art_rotation/,53,underscores;long_slug;keyword_stuffed,yes,large-scale-projects-variant-a-authentic-art-rotat,planned,P1
/las-vegas-tattoo-healing-guide/,30,ok,yes,las-vegas-tattoo-healing-guide,planned,P2
/lip_piercing_las_vegas_authority_guide/,38,underscores;keyword_stuffed;boilerplate_suffix,yes,lip-piercing,planned,P1
/macrophages_skin_science_las_vegas_authority_guide/,50,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,macrophages-skin-science,planned,P1
/merchandise/,11,ok,yes,merchandise,planned,P2
/monroe_piercing_las_vegas_authority_guide/,41,underscores;keyword_stuffed;boilerplate_suffix,yes,monroe-piercing,planned,P1
/navel_piercing_las_vegas_authority_guide/,40,underscores;keyword_stuffed;boilerplate_suffix,yes,navel-piercing,planned,P1
/nipple_piercing_las_vegas_authority_guide/,41,underscores;keyword_stuffed;boilerplate_suffix,yes,nipple-piercing,planned,P1
/nose_piercing_las_vegas_authority_guide/,39,underscores;keyword_stuffed;boilerplate_suffix,yes,nose-piercing,planned,P1
/nostril_piercing_las_vegas_authority_guide/,42,underscores;keyword_stuffed;boilerplate_suffix,yes,nostril-piercing,planned,P1
/official_location_hours_contact/,31,underscores,yes,official-location-hours-contact,planned,P1
/offsite_bookings/,16,underscores,yes,offsite-bookings,planned,P1
/oral_piercing_guide_las_vegas/,29,underscores;keyword_stuffed,yes,oral-piercing-guide,planned,P1
/orbital_piercing_las_vegas_authority_guide/,42,underscores;keyword_stuffed;boilerplate_suffix,yes,orbital-piercing,planned,P1
/philtrum_piercing_las_vegas_authority_guide/,43,underscores;keyword_stuffed;boilerplate_suffix,yes,philtrum-piercing,planned,P1
/piercing-guide-las-vegas/,24,ok,yes,piercing-guide-las-vegas,planned,P2
/piercing_aftercare_desert_climate_las_vegas_expert_guide/,56,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,piercing-aftercare-desert-climate,planned,P1
/piercing_aftercare_guide_las_vegas/,34,underscores;keyword_stuffed,yes,piercing-aftercare-guide,planned,P1
/piercing_healing_guide_las_vegas/,32,underscores;keyword_stuffed,yes,piercing-healing-guide,planned,P1
/piercing_jewelry_guide_las_vegas/,32,underscores;keyword_stuffed,yes,piercing-jewelry-guide,planned,P1
/psoriasis_skin_science_las_vegas_authority_guide/,48,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,psoriasis-skin-science,planned,P1
/real_client_tattoo_timeline_las_vegas/,37,underscores;keyword_stuffed,yes,real-client-tattoo-timeline,planned,P1
/realism-tattoos-las-vegas/,25,ok,yes,realism-tattoos-las-vegas,planned,P2
/review_funnel_google_authority_hub/,34,underscores;keyword_stuffed,yes,review-funnel-google-authority-hub,planned,P1
/reviews_vault_100_verified_masterpieces/,39,underscores;keyword_stuffed,yes,reviews-vault-100-verified-masterpieces,planned,P1
/rook_piercing_las_vegas_authority_guide/,39,underscores;keyword_stuffed;boilerplate_suffix,yes,rook-piercing,planned,P1
/scar_tissue_tattoo_skin_science_las_vegas_authority_guide/,57,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,scar-tissue-tattoo-skin-science,planned,P1
/septum_piercing_las_vegas_authority_guide/,41,underscores;keyword_stuffed;boilerplate_suffix,yes,septum-piercing,planned,P1
/skin_science_tattoo_dermatology_authority_guide/,47,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,skin-science-tattoo-dermatology,planned,P1
/snake_bites_piercing_las_vegas_authority_guide/,46,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,snake-bites-piercing,planned,P1
/snug_piercing_las_vegas_authority_guide/,39,underscores;keyword_stuffed;boilerplate_suffix,yes,snug-piercing,planned,P1
/start_here/,10,underscores,yes,start-here,planned,P1
/stretch_marks_skin_science_las_vegas_authority_guide/,52,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,stretch-marks-skin-science,planned,P1
/studio_gallery/,14,underscores,yes,studio-gallery,planned,P1
/studio_videos/,13,underscores,yes,studio-videos,planned,P1
/surface_piercing_las_vegas_authority_guide/,42,underscores;keyword_stuffed;boilerplate_suffix,yes,surface-piercing,planned,P1
/tattoo-aftercare-desert-climate/,31,ok,yes,tattoo-aftercare-desert-climate,planned,P2
/tattoo_pain_chart_placement_sensitivity_guide/,45,underscores;keyword_stuffed,yes,tattoo-pain-chart-placement-sensitivity-guide,planned,P1
/tattoo_shop_enterprise_las_vegas/,32,underscores;keyword_stuffed,yes,tattoo-shop-enterprise,planned,P1
/tattoo_shop_green_valley_henderson/,34,underscores;keyword_stuffed,yes,tattoo-shop-green-valley-henderson,planned,P1
/tattoo_shop_near_allegiant_stadium_las_vegas/,44,underscores;keyword_stuffed,yes,tattoo-shop-near-allegiant-stadium,planned,P1
/tattoo_shop_near_las_vegas_airport/,34,underscores;keyword_stuffed,yes,tattoo-shop-near-airport,planned,P1
/tattoo_shop_near_mgm_grand_las_vegas/,36,underscores;keyword_stuffed,yes,tattoo-shop-near-mgm-grand,planned,P1
/tattoo_shop_near_the_sphere_las_vegas/,37,underscores;keyword_stuffed,yes,tattoo-shop-near-the-sphere,planned,P1
/tattoo_shop_near_the_strip_nap_corrected/,40,underscores;keyword_stuffed,yes,tattoo-shop-near-the-strip-nap-corrected,planned,P1
/tattoo_shop_paradise_nevada/,27,underscores,yes,tattoo-shop-paradise-nevada,planned,P1
/tattoo_shop_spring_valley_las_vegas/,35,underscores;keyword_stuffed,yes,tattoo-shop-spring-valley,planned,P1
/tongue_piercing_las_vegas_authority_guide/,41,underscores;keyword_stuffed;boilerplate_suffix,yes,tongue-piercing,planned,P1
/tragus_piercing_las_vegas_authority_guide/,41,underscores;keyword_stuffed;boilerplate_suffix,yes,tragus-piercing,planned,P1
/upper_lobe_piercing_las_vegas_authority_guide/,45,underscores;keyword_stuffed;boilerplate_suffix,yes,upper-lobe-piercing,planned,P1
/vegas_tattoo_shop_vs_cheap_strip_tattoo_ultimate_comparison/,59,underscores;long_slug;keyword_stuffed,yes,vegas-tattoo-shop-vs-cheap-strip-tattoo-ultimate-c,planned,P1
/vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,61,underscores;long_slug;keyword_stuffed,yes,vegas-tattoo-shop-vs-cheap-strip-tattoo-what-you-n,planned,P1
/vertical_labret_piercing_las_vegas_authority_guide/,50,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,vertical-labret-piercing,planned,P1
/walk-in-tattoos-las-vegas/,25,ok,yes,walk-in-tattoos-las-vegas,planned,P2
/why_tattoos_stay_forever_skin_science_las_vegas_authority_guide/,63,underscores;long_slug;keyword_stuffed;boilerplate_suffix,yes,why-tattoos-stay-forever-skin-science,planned,P1
/knowledge/best-soap-for-tattoo-aftercare/,40,ok,yes,knowledge/best-soap-for-tattoo-aftercare,planned,P2
/knowledge/black-and-grey-realism-explained/,42,ok,yes,knowledge/black-and-grey-realism-explained,planned,P2
/knowledge/can-you-get-tattoo-while-breastfeeding/,48,long_slug,yes,knowledge/can-you-get-tattoo-while-breastfeeding,planned,P1
/knowledge/can-you-swim-after-ear-piercing/,41,ok,yes,knowledge/can-you-swim-after-ear-piercing,planned,P2
/knowledge/cover-up-tattoo-consultation-what-happens/,51,long_slug,yes,knowledge/cover-up-tattoo-consultation-what-happen,planned,P1
/knowledge/ear-curation-multiple-piercings-planning/,50,long_slug,yes,knowledge/ear-curation-multiple-piercings-planning,planned,P1
/knowledge/fine-line-tattoo-longevity/,36,ok,yes,knowledge/fine-line-tattoo-longevity,planned,P2
/knowledge/fine-line-tattoo-pain-level/,37,ok,yes,knowledge/fine-line-tattoo-pain-level,planned,P2
/knowledge/first-tattoo-tips-before-you-book/,43,ok,yes,knowledge/first-tattoo-tips-before-you-book,planned,P2
/knowledge/how-dark-can-cover-up-tattoo-be/,41,ok,yes,knowledge/how-dark-can-cover-up-tattoo-be,planned,P2
/knowledge/how-long-piercing-heals/,33,ok,yes,knowledge/how-long-piercing-heals,planned,P2
